date,"Unemployment, total (% of total labor force) (modeled ILO estimate)","Prevalence of underweight, weight for age (% of children under 5)","Literacy rate, adult total (% of people ages 15 and above)",Population ages 15-64 (% of total population),Population ages 0-14 (% of total population),Population ages 65 and above (% of total population),"Immunization, measles (% of children ages 12-23 months)","Immunization, DPT (% of children ages 12-23 months)"
2019,,,,,,,,
2018,,,,,,,88.0,89.0
2017,,,,,,,95.0,96.0
2016,,,,,,,96.0,94.0
2015,,,,,,,94.0,96.0
2014,,,,,,,94.0,89.0
2013,,,,,,,96.0,90.0
2012,,,,,,,98.0,97.0
2011,,,,,,,98.0,96.0
2010,,,,,,,85.0,89.0
2009,,,,,,,90.0,88.0
2008,,,,,,,93.0,99.0
2007,,1.6,,,,,95.0,97.0
2006,,,,,,,84.0,97.0
2005,,,,,,,62.0,93.0
2004,,,,,,,97.0,98.0
2003,,,,,,,95.0,93.0
2002,,,,,,,99.0,98.0
2001,,,,,,,99.0,96.0
2000,,,,,,,81.0,82.0
1999,,,,,,,94.0,83.0
1998,,,,,,,96.0,94.0
1997,,,,,,,99.0,77.0
1996,,,,,,,94.0,97.0
1995,,,,,,,94.0,87.0
1994,,,,,,,79.0,99.0
1993,,,,,,,64.0,80.0
1992,,,,,,,66.0,70.0
1991,,,,,,,63.0,74.0
1990,,,,,,,95.0,99.0
1989,,,,,,,79.0,85.0
1988,,,,,,,90.0,89.0
1987,,,,,,,65.0,59.0
1986,,,,,,,65.0,73.0
1985,,,,,,,92.0,52.0
1984,,,,,,,71.0,37.0
1983,,,,,,,65.0,79.0
1982,,,,,,,,72.0
1981,,,,,,,,49.0
1980,,,,,,,,36.0
1979,,,,,,,,
1978,,,,,,,,
1977,,,,,,,,
1976,,,,,,,,
1975,,,,,,,,
1974,,,,,,,,
1973,,,,,,,,
1972,,,,,,,,
1971,,,,,,,,
1970,,,,,,,,
1969,,,,,,,,
1968,,,,,,,,
1967,,,,,,,,
1966,,,,,,,,
1965,,,,,,,,
1964,,,,,,,,
1963,,,,,,,,
1962,,,,,,,,
1961,,,,,,,,
1960,,,,,,,,
