date,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Population ages 15-64 (% of total population),Population ages 0-14 (% of total population),Population ages 65 and above (% of total population),"Immunization, measles (% of children ages 12-23 months)","Immunization, DPT (% of children ages 12-23 months)"
2019,,,,,,
2018,,,,,99.0,90.0
2017,,,,,95.0,87.0
2016,,,,,98.0,97.0
2015,,,,,98.0,91.0
2014,,,,,98.0,95.0
2013,,,,,97.0,87.0
2012,,,,,96.0,79.0
2011,,,,,99.0,99.0
2010,,,,,99.0,99.0
2009,,,,,99.0,99.0
2008,,,,,99.0,99.0
2007,,,,,99.0,99.0
2006,,,,,99.0,72.0
2005,,,,,80.0,80.0
2004,,,,,67.0,80.0
2003,,,,,53.0,80.0
2002,,,,,40.0,80.0
2001,,,,,95.0,95.0
2000,,,,,8.0,44.0
1999,,,,,49.0,64.0
1998,,,,,90.0,72.0
1997,,,,,99.0,50.0
1996,,,,,,53.0
1995,,,,,,56.0
1994,,,,,,60.0
1993,,,,,,63.0
1992,,,,,,67.0
1991,,,,,,70.0
1990,,,,,,74.0
1989,,,,,,75.0
1988,,,,,,67.0
1987,,,,,,55.0
1986,,,,,,61.0
1985,,,,,,67.0
1984,,,,,,67.0
1983,,,,,,
1982,,,,,,
1981,,,,,,
1980,,,,,,
1979,,,,,,
1978,,,,,,
1977,,,,,,
1976,,,,,,
1975,,,,,,
1974,,,,,,
1973,,,,,,
1972,,,,,,
1971,,,,,,
1970,,,,,,
1969,,,,,,
1968,,,,,,
1967,,,,,,
1966,,,,,,
1965,,,,,,
1964,,,,,,
1963,,,,,,
1962,,,,,,
1961,,,,,,
1960,,,,,,
