date,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Population ages 15-64 (% of total population),Population ages 0-14 (% of total population),Population ages 65 and above (% of total population),"Immunization, measles (% of children ages 12-23 months)","Immunization, DPT (% of children ages 12-23 months)"
2019,,,,,,
2018,,,,,89.0,90.0
2017,,,,,86.0,88.0
2016,,,,,82.0,86.0
2015,,,,,84.0,85.0
2014,,,,,81.0,84.0
2013,,,,,82.0,86.0
2012,,,,,84.0,89.0
2011,,,,,90.0,92.0
2010,,,,,88.0,90.0
2009,,,,,88.0,90.0
2008,,,,,86.0,91.0
2007,,,,,90.0,91.0
2006,,,,,90.0,92.0
2005,,,,,94.0,96.0
2004,,,,,94.0,95.0
2003,,,,,94.0,96.0
2002,,,,,96.0,96.0
2001,,,,,97.0,97.0
2000,,,,,99.0,98.0
1999,,,,,99.0,99.0
1998,,,,,99.0,99.0
1997,,,,,98.0,99.0
1996,,,,,98.0,99.0
1995,,,,,97.0,99.0
1994,,,,,97.0,88.0
1993,,,,,96.0,99.0
1992,,,,,99.0,99.0
1991,,,,,99.0,99.0
1990,,,,,,99.0
1989,,,,,,99.0
1988,,,,,,99.0
1987,,,,,,99.0
1986,,,,,,99.0
1985,,,,,,99.0
1984,,,,,,99.0
1983,,,,,,99.0
1982,,,,,,
1981,,,,,,
1980,,,,,,
1979,,,,,,
1978,,,,,,
1977,,,,,,
1976,,,,,,
1975,,,,,,
1974,,,,,,
1973,,,,,,
1972,,,,,,
1971,,,,,,
1970,,,,,,
1969,,,,,,
1968,,,,,,
1967,,,,,,
1966,,,,,,
1965,,,,,,
1964,,,,,,
1963,,,,,,
1962,,,,,,
1961,,,,,,
1960,,,,,,
